course,date,start_time,end_time
4C9/Continuum Mechanics[6]L McShane/Wells(Lecture Room 12),28/02/2025,11:00,12:00
4M21/Software Engineering and Design[6]L Kristensson/Punskaya(Lecture Room 3),28/02/2025,11:00,12:00
4I14/Biosensors and Bioelectronics[6]L Higson/Malliaras(LR3 Chemical Engineering),28/02/2025,12:00,13:00
4M25/Advanced Robotics[6]L Forni/Gunes/Iida(Lecture Room 5),28/02/2025,12:00,13:00
4M26/Algorithms and Data Structures[6]L Kristensson(Lecture Theatre 1),28/02/2025,12:00,13:00
4D2/Advanced Structural Design[6]L Baker/McRobie(Lecture Room 4),28/02/2025,12:00,13:00
4E12/Project Management[6]L Oraiopoulos(Lecture Theatre 1),28/02/2025,14:00,16:00
4G9/Biomedical Engineering[6]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3B),28/02/2025,16:00,17:00
4G9/Biomedical Engineering[6]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3A),28/02/2025,16:00,17:00
4G9/Biomedical Engineering[6]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3),28/02/2025,16:00,17:00
4A13/Combustion and Engines[6]L Swaminathan(Lecture Theatre 2),03/03/2025,09:00,10:00
4A13/Combustion and Engines[6]L Massey(Lecture Theatre 2),03/03/2025,09:00,10:00
4F14/Computer Systems[6]L Gee/Kristensson(Lecture Room 3),03/03/2025,09:00,10:00
4M12/Partial Differential Equations and Variational Methods (shared)[6]L Li(Lecture Room 4),03/03/2025,10:00,11:00
4M16/Nuclear Power Engineering (shared)[6]L Cosgrove/Shwageraus/Skelton(Lecture Theatre 1),03/03/2025,10:00,11:00
4M12/Partial Differential Equations and Variational Methods (shared)[3]L Wells(Lecture Room 4),03/03/2025,10:00,11:00
4F7/Statistical Signal and Network Models[6]L Cantwell/Godsill(Lecture Theatre 1),03/03/2025,11:00,12:00
4B25/Embedded Systems for The Internet of Things[6]L Stanley-Marbell(Lecture Room 11),03/03/2025,12:00,13:00
4F2/Robust and Nonlinear Control[6]L Forni(Lecture Room 10),03/03/2025,12:00,13:00
4C9/Continuum Mechanics[6]L McShane/Wells(Lecture Room 12),03/03/2025,12:00,13:00
4M21/Software Engineering and Design[6]L Kristensson/Punskaya(Lecture Room 3),03/03/2025,12:00,13:00
"4I8/Medical Physics[6]L Robinson(Small Lecture Theatre, Cavendish Lab)",03/03/2025,14:00,15:00
4M2/German[6]L Bogdanovic(Language Unit),03/03/2025,16:00,18:00
4M1/French[6]L Tual(Language Unit),03/03/2025,16:00,18:00
4I11/Advanced Fission & Fusion Systems[1]L Read/Shwageraus(Lecture Room 4),04/03/2025,09:00,11:00
"4G5/Materials and Molecules: Modelling, Simulation and Machine Learning[6]L Csanyi(Lecture Room 12)",04/03/2025,10:00,11:00
4C8/Vehicle Dynamics[6]L Cole/Na(Lecture Theatre 6),04/03/2025,10:00,11:00
4B23/Optical Fibre Communication[6]L Savory(Lecture Theatre 6),04/03/2025,11:00,12:00
4C11/Data-driven and Learning Based Methods in Mechanics and Materials[6]L Cicirello/Liu(Lecture Room 3),04/03/2025,11:00,12:00
4F8/Image Processing and Image Coding[6]L Lasenby(Lecture Theatre 2),04/03/2025,11:00,12:00
4D6/Dynamics in Civil Engineering[6]L Madabhushi/McRobie/Talbot(Lecture Room 5),04/03/2025,11:00,12:00
4A10/Flow Instability[6]L Hunt_G/Mandre(Lecture Room 4),04/03/2025,12:00,13:00
4G3/Computational Neuroscience[6]L Ahmadian/Hennequin/Lengyel(Lecture Room 12),04/03/2025,12:00,13:00
4C5/Design Case Studies[6]L Clarkson/Crilly(Lecture Theatre 6),04/03/2025,12:00,13:00
4B24/Radio Frequency Systems[6]L Crisp(Lecture Theatre 2),04/03/2025,12:00,13:00
4B27/The Internet of Everything[6]L Akan(Lecture Room 11),04/03/2025,14:00,16:00
4I11/Advanced Fission & Fusion Systems[6]L Read/Shwageraus(Lecture Theatre 1),04/03/2025,14:00,16:00
4M12/Partial Differential Equations and Variational Methods (shared)[6]L Li(Lecture Room 4),05/03/2025,09:00,10:00
4M12/Partial Differential Equations and Variational Methods (shared)[5]L Wells(Lecture Room 4),05/03/2025,09:00,10:00
4M16/Nuclear Power Engineering (shared)[6]L Cosgrove/Shwageraus/Skelton(Lecture Theatre 1),05/03/2025,09:00,10:00
4F3/An Optimisation Based Approach to Control[6]L Burghi/Lestas(Lecture Room 12),05/03/2025,10:00,11:00
4D4/Digital Construction[6]L Brilakis(Lecture Room 4),05/03/2025,10:00,11:00
4F7/Statistical Signal and Network Models[6]L Cantwell/Godsill(Lecture Theatre 1),05/03/2025,11:00,12:00
4M25/Advanced Robotics[6]L Forni/Gunes/Iida(Lecture Room 5),05/03/2025,12:00,13:00
4M26/Algorithms and Data Structures[6]L Kristensson(Lecture Theatre 1),05/03/2025,12:00,13:00
4I14/Biosensors and Bioelectronics[6]L Higson/Malliaras(LR3 Chemical Engineering),05/03/2025,12:00,13:00
4D2/Advanced Structural Design[6]L Baker/McRobie(Lecture Room 4),05/03/2025,12:00,13:00
"4I8/Medical Physics[6]L Robinson(Small Lecture Theatre, Cavendish Lab)",05/03/2025,14:00,15:00
"4G5/Materials and Molecules: Modelling, Simulation and Machine Learning[7]L Csanyi(Lecture Room 12)",06/03/2025,09:00,10:00
4C8/Vehicle Dynamics[7]L Cole/Na(Lecture Theatre 6),06/03/2025,09:00,10:00
4G9/Biomedical Engineering[7]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3),06/03/2025,10:00,11:00
4G9/Biomedical Engineering[7]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3A),06/03/2025,10:00,11:00
4D4/Digital Construction[7]L Brilakis(Lecture Room 4),06/03/2025,10:00,11:00
4G9/Biomedical Engineering[7]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3B),06/03/2025,10:00,11:00
4F3/An Optimisation Based Approach to Control[7]L Lestas(Lecture Room 12),06/03/2025,10:00,11:00
4D6/Dynamics in Civil Engineering[7]L Madabhushi/McRobie/Talbot(Lecture Room 5),06/03/2025,11:00,12:00
4F8/Image Processing and Image Coding[7]L Lasenby(Lecture Theatre 2),06/03/2025,11:00,12:00
4B23/Optical Fibre Communication[7]L Savory(Lecture Theatre 6),06/03/2025,11:00,12:00
4C11/Data-driven and Learning Based Methods in Mechanics and Materials[7]L Cicirello/Liu(Lecture Room 11),06/03/2025,11:00,12:00
4M23/Electricity and Environment (TPE22)[7]L Goetz/Pollitt(Lecture Room 3),06/03/2025,14:00,16:00
4D15/Water Management Under Climate Change[7]L Borgomeo(Lecture Room 5),06/03/2025,14:00,16:00
4G3/Computational Neuroscience[7]L Ahmadian/Hennequin/Lengyel(Lecture Room 12),07/03/2025,09:00,10:00
4C5/Design Case Studies[7]L Clarkson/Crilly(Lecture Theatre 6),07/03/2025,09:00,10:00
4B24/Radio Frequency Systems[7]L Crisp(Lecture Theatre 2),07/03/2025,09:00,10:00
4A10/Flow Instability[7]L Hunt_G/Mandre(Lecture Room 4),07/03/2025,09:00,10:00
4A13/Combustion and Engines[7]L Massey/Swaminathan(Lecture Theatre 2),07/03/2025,10:00,11:00
4F14/Computer Systems[7]L Gee/Kristensson(Lecture Room 3),07/03/2025,10:00,11:00
4M21/Software Engineering and Design[7]L Kristensson/Punskaya(Lecture Room 3),07/03/2025,11:00,12:00
4F2/Robust and Nonlinear Control[7]L Forni(Lecture Room 10),07/03/2025,11:00,12:00
4B25/Embedded Systems for The Internet of Things[7]L Stanley-Marbell(Lecture Room 11),07/03/2025,11:00,12:00
4C9/Continuum Mechanics[7]L McShane/Wells(Lecture Room 12),07/03/2025,11:00,12:00
4M26/Algorithms and Data Structures[7]L Kristensson(Lecture Theatre 1),07/03/2025,12:00,13:00
4M25/Advanced Robotics[7]L Forni/Gunes/Iida(Lecture Room 5),07/03/2025,12:00,13:00
4I14/Biosensors and Bioelectronics[7]L Higson/Malliaras(LR3 Chemical Engineering),07/03/2025,12:00,13:00
4D2/Advanced Structural Design[7]L Baker/McRobie(Lecture Room 4),07/03/2025,12:00,13:00
4E12/Project Management[7]L Oraiopoulos(Lecture Theatre 1),07/03/2025,14:00,16:00
4G9/Biomedical Engineering[7]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3A),07/03/2025,16:00,17:00
4G9/Biomedical Engineering[7]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3B),07/03/2025,16:00,17:00
4G9/Biomedical Engineering[7]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3),07/03/2025,16:00,17:00
4F14/Computer Systems[7]L Gee/Kristensson(Lecture Room 3),10/03/2025,09:00,10:00
4A13/Combustion and Engines[7]L Swaminathan(Lecture Theatre 2),10/03/2025,09:00,10:00
4M12/Partial Differential Equations and Variational Methods (shared)[7]L Li(Lecture Room 4),10/03/2025,10:00,11:00
4M12/Partial Differential Equations and Variational Methods (shared)[4]L Wells(Lecture Room 4),10/03/2025,10:00,11:00
4M16/Nuclear Power Engineering (shared)[7]L Cosgrove/Shwageraus/Skelton(Lecture Theatre 1),10/03/2025,10:00,11:00
4F7/Statistical Signal and Network Models[7]L Cantwell/Godsill(Lecture Theatre 1),10/03/2025,11:00,12:00
4F2/Robust and Nonlinear Control[7]L Forni(Lecture Room 10),10/03/2025,12:00,13:00
4B25/Embedded Systems for The Internet of Things[7]L Stanley-Marbell(Lecture Room 11),10/03/2025,12:00,13:00
4C9/Continuum Mechanics[7]L McShane/Wells(Lecture Room 12),10/03/2025,12:00,13:00
4M21/Software Engineering and Design[7]L Kristensson/Punskaya(Lecture Room 3),10/03/2025,12:00,13:00
"4I8/Medical Physics[7]L Robinson(Small Lecture Theatre, Cavendish Lab)",10/03/2025,14:00,15:00
4M2/German[7]L Bogdanovic(Language Unit),10/03/2025,16:00,18:00
4M1/French[7]L Tual(Language Unit),10/03/2025,16:00,18:00
4A13/Combustion and Engines[1]L Massey(Lecture Theatre 2),11/03/2025,09:00,10:00
"4G5/Materials and Molecules: Modelling, Simulation and Machine Learning[7]L Csanyi(Lecture Room 12)",11/03/2025,10:00,11:00
4C8/Vehicle Dynamics[7]L Cole/Na(Lecture Theatre 6),11/03/2025,10:00,11:00
4B23/Optical Fibre Communication[7]L Savory(Lecture Theatre 6),11/03/2025,11:00,12:00
4C11/Data-driven and Learning Based Methods in Mechanics and Materials[7]L Cicirello/Liu(Lecture Room 3),11/03/2025,11:00,12:00
4F8/Image Processing and Image Coding[7]L Lasenby(Lecture Theatre 2),11/03/2025,11:00,12:00
4D6/Dynamics in Civil Engineering[7]L Madabhushi/McRobie/Talbot(Lecture Room 5),11/03/2025,11:00,12:00
4B24/Radio Frequency Systems[7]L Crisp(Lecture Theatre 2),11/03/2025,12:00,13:00
4G3/Computational Neuroscience[7]L Ahmadian/Hennequin/Lengyel(Lecture Room 12),11/03/2025,12:00,13:00
4C5/Design Case Studies[7]L Clarkson/Crilly(Lecture Theatre 6),11/03/2025,12:00,13:00
4A10/Flow Instability[7]L Hunt_G/Mandre(Lecture Room 4),11/03/2025,12:00,13:00
4I11/Advanced Fission & Fusion Systems[7]L Read/Shwageraus(Lecture Theatre 1),11/03/2025,14:00,16:00
4B27/The Internet of Everything[7]L Akan(Lecture Room 11),11/03/2025,14:00,16:00
4F3/An Optimisation Based Approach to Control[1]L Burghi(Lecture Room 12),11/03/2025,17:00,18:00
4M16/Nuclear Power Engineering (shared)[7]L Cosgrove/Shwageraus/Skelton(Lecture Theatre 1),12/03/2025,09:00,10:00
4M12/Partial Differential Equations and Variational Methods (shared)[7]L Li(Lecture Room 4),12/03/2025,09:00,10:00
4M12/Partial Differential Equations and Variational Methods (shared)[6]L Wells(Lecture Room 4),12/03/2025,09:00,10:00
4D4/Digital Construction[7]L Brilakis(Lecture Room 4),12/03/2025,10:00,11:00
4F3/An Optimisation Based Approach to Control[7]L Burghi/Lestas(Lecture Room 12),12/03/2025,10:00,11:00
4F7/Statistical Signal and Network Models[7]L Cantwell/Godsill(Lecture Theatre 1),12/03/2025,11:00,12:00
4M25/Advanced Robotics[7]L Forni/Gunes/Iida(Lecture Room 5),12/03/2025,12:00,13:00
4D2/Advanced Structural Design[7]L Baker/McRobie(Lecture Room 4),12/03/2025,12:00,13:00
4I14/Biosensors and Bioelectronics[7]L Higson/Malliaras(LR3 Chemical Engineering),12/03/2025,12:00,13:00
4M26/Algorithms and Data Structures[7]L Kristensson(Lecture Theatre 1),12/03/2025,12:00,13:00
"4I8/Medical Physics[7]L Robinson(Small Lecture Theatre, Cavendish Lab)",12/03/2025,14:00,15:00
4C8/Vehicle Dynamics[8]L Cole/Na(Lecture Theatre 6),13/03/2025,09:00,10:00
"4G5/Materials and Molecules: Modelling, Simulation and Machine Learning[8]L Csanyi(Lecture Room 12)",13/03/2025,09:00,10:00
4F3/An Optimisation Based Approach to Control[8]L Lestas(Lecture Room 12),13/03/2025,10:00,11:00
4G9/Biomedical Engineering[8]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3),13/03/2025,10:00,11:00
4F3/An Optimisation Based Approach to Control[1]L Burghi(Lecture Room 12),13/03/2025,10:00,11:00
4G9/Biomedical Engineering[8]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3B),13/03/2025,10:00,11:00
4D4/Digital Construction[8]L Brilakis(Lecture Room 4),13/03/2025,10:00,11:00
4G9/Biomedical Engineering[8]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3A),13/03/2025,10:00,11:00
4F8/Image Processing and Image Coding[8]L Lasenby(Lecture Theatre 2),13/03/2025,11:00,12:00
4B23/Optical Fibre Communication[8]L Savory(Lecture Theatre 6),13/03/2025,11:00,12:00
4D6/Dynamics in Civil Engineering[8]L Madabhushi/McRobie/Talbot(Lecture Room 5),13/03/2025,11:00,12:00
4C11/Data-driven and Learning Based Methods in Mechanics and Materials[8]L Cicirello/Liu(Lecture Room 11),13/03/2025,11:00,12:00
4M23/Electricity and Environment (TPE22)[8]L Goetz/Pollitt(Lecture Room 3),13/03/2025,14:00,16:00
4D15/Water Management Under Climate Change[8]L Borgomeo(Lecture Room 5),13/03/2025,14:00,16:00
4A10/Flow Instability[8]L Hunt_G/Mandre(Lecture Room 4),14/03/2025,09:00,10:00
4B24/Radio Frequency Systems[8]L Crisp(Lecture Theatre 2),14/03/2025,09:00,10:00
4G3/Computational Neuroscience[8]L Ahmadian/Hennequin/Lengyel(Lecture Room 12),14/03/2025,09:00,10:00
4C5/Design Case Studies[8]L Clarkson/Crilly(Lecture Theatre 6),14/03/2025,09:00,10:00
4F14/Computer Systems[8]L Gee/Kristensson(Lecture Room 3),14/03/2025,10:00,11:00
4A13/Combustion and Engines[8]L Massey/Swaminathan(Lecture Theatre 2),14/03/2025,10:00,11:00
4M21/Software Engineering and Design[8]L Kristensson/Punskaya(Lecture Room 3),14/03/2025,11:00,12:00
4C9/Continuum Mechanics[8]L McShane/Wells(Lecture Room 12),14/03/2025,11:00,12:00
4F2/Robust and Nonlinear Control[8]L Forni(Lecture Room 10),14/03/2025,11:00,12:00
4B25/Embedded Systems for The Internet of Things[8]L Stanley-Marbell(Lecture Room 11),14/03/2025,11:00,12:00
4M26/Algorithms and Data Structures[8]L Kristensson(Lecture Theatre 1),14/03/2025,12:00,13:00
4I14/Biosensors and Bioelectronics[8]L Higson/Malliaras(LR3 Chemical Engineering),14/03/2025,12:00,13:00
4D2/Advanced Structural Design[8]L Baker/McRobie(Lecture Room 4),14/03/2025,12:00,13:00
4M25/Advanced Robotics[8]L Forni/Gunes/Iida(Lecture Room 5),14/03/2025,12:00,13:00
4E12/Project Management[8]L Oraiopoulos(Lecture Theatre 1),14/03/2025,14:00,16:00
4G9/Biomedical Engineering[8]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3A),14/03/2025,16:00,17:00
4G9/Biomedical Engineering[8]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3),14/03/2025,16:00,17:00
4G9/Biomedical Engineering[8]L Bashford/Flewitt/Makin/Sutcliffe(Lecture Room 3B),14/03/2025,16:00,17:00
4A13/Combustion and Engines[8]L Swaminathan(Lecture Theatre 2),17/03/2025,09:00,10:00
4A13/Combustion and Engines[1]L Massey(Lecture Theatre 2),17/03/2025,09:00,10:00
4F14/Computer Systems[8]L Gee/Kristensson(Lecture Room 3),17/03/2025,09:00,10:00
4M12/Partial Differential Equations and Variational Methods (shared)[5]L Wells(Lecture Room 4),17/03/2025,10:00,11:00
4M12/Partial Differential Equations and Variational Methods (shared)[8]L Li(Lecture Room 4),17/03/2025,10:00,11:00
4M16/Nuclear Power Engineering (shared)[8]L Cosgrove/Shwageraus/Skelton(Lecture Theatre 1),17/03/2025,10:00,11:00
4F7/Statistical Signal and Network Models[8]L Cantwell/Godsill(Lecture Theatre 1),17/03/2025,11:00,12:00
4M21/Software Engineering and Design[8]L Kristensson/Punskaya(Lecture Room 3),17/03/2025,12:00,13:00
4B25/Embedded Systems for The Internet of Things[8]L Stanley-Marbell(Lecture Room 11),17/03/2025,12:00,13:00
4F2/Robust and Nonlinear Control[8]L Forni(Lecture Room 10),17/03/2025,12:00,13:00
4C9/Continuum Mechanics[8]L McShane/Wells(Lecture Room 12),17/03/2025,12:00,13:00
"4I8/Medical Physics[8]L Robinson(Small Lecture Theatre, Cavendish Lab)",17/03/2025,14:00,15:00
4A4/Aircraft Stability and Control[1]L Vera-Morales(Lecture Room 12),17/03/2025,15:00,16:00
4M1/French[8]L Tual(Language Unit),17/03/2025,16:00,18:00
4M2/German[8]L Bogdanovic(Language Unit),17/03/2025,16:00,18:00
4C8/Vehicle Dynamics[8]L Cole/Na(Lecture Theatre 6),18/03/2025,10:00,11:00
"4G5/Materials and Molecules: Modelling, Simulation and Machine Learning[8]L Csanyi(Lecture Room 12)",18/03/2025,10:00,11:00
4D6/Dynamics in Civil Engineering[8]L Madabhushi/McRobie/Talbot(Lecture Room 5),18/03/2025,11:00,12:00
4C11/Data-driven and Learning Based Methods in Mechanics and Materials[8]L Cicirello/Liu(Lecture Room 3),18/03/2025,11:00,12:00
4F8/Image Processing and Image Coding[8]L Lasenby(Lecture Theatre 2),18/03/2025,11:00,12:00
4B23/Optical Fibre Communication[8]L Savory(Lecture Theatre 6),18/03/2025,11:00,12:00
4A10/Flow Instability[8]L Hunt_G/Mandre(Lecture Room 4),18/03/2025,12:00,13:00
4G3/Computational Neuroscience[8]L Ahmadian/Hennequin/Lengyel(Lecture Room 12),18/03/2025,12:00,13:00
4C5/Design Case Studies[8]L Clarkson/Crilly(Lecture Theatre 6),18/03/2025,12:00,13:00
4B24/Radio Frequency Systems[8]L Crisp(Lecture Theatre 2),18/03/2025,12:00,13:00
4I11/Advanced Fission & Fusion Systems[8]L Read/Shwageraus(Lecture Theatre 1),18/03/2025,14:00,16:00
4B27/The Internet of Everything[8]L Akan(Lecture Room 11),18/03/2025,14:00,16:00
4M12/Partial Differential Equations and Variational Methods (shared)[8]L Li(Lecture Room 4),19/03/2025,09:00,10:00
4M16/Nuclear Power Engineering (shared)[8]L Cosgrove/Shwageraus/Skelton(Lecture Theatre 1),19/03/2025,09:00,10:00
4M12/Partial Differential Equations and Variational Methods (shared)[7]L Wells(Lecture Room 4),19/03/2025,09:00,10:00
4F3/An Optimisation Based Approach to Control[8]L Burghi/Lestas(Lecture Room 12),19/03/2025,10:00,11:00
4D4/Digital Construction[8]L Brilakis(Lecture Room 4),19/03/2025,10:00,11:00
4F7/Statistical Signal and Network Models[8]L Cantwell/Godsill(Lecture Theatre 1),19/03/2025,11:00,12:00
4M26/Algorithms and Data Structures[8]L Kristensson(Lecture Theatre 1),19/03/2025,12:00,13:00
4M25/Advanced Robotics[8]L Forni/Gunes/Iida(Lecture Room 5),19/03/2025,12:00,13:00
4D2/Advanced Structural Design[8]L Baker/McRobie(Lecture Room 4),19/03/2025,12:00,13:00
4I14/Biosensors and Bioelectronics[8]L Higson/Malliaras(LR3 Chemical Engineering),19/03/2025,12:00,13:00
"4I8/Medical Physics[8]L Robinson(Small Lecture Theatre, Cavendish Lab)",19/03/2025,14:00,15:00
