course,date,start_time,end_time
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Hambleton/McRobie(Constance Tipper),02/05/2025,10:00,11:00
2P8/Bioengineering Elective[1]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),02/05/2025,11:00,12:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[1]L Cullen/Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",02/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[1]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",02/05/2025,15:00,16:00
2P8/Aerothermal Elective: Design of a Jet Engine[1]L Clark/Wheeler(Constance Tipper),02/05/2025,16:00,17:00
2P8/Aerothermal Elective: Design of a Jet Engine[1]L Clark/Wheeler(Constance Tipper),05/05/2025,09:00,10:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Hambleton/McRobie(Constance Tipper),05/05/2025,10:00,11:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Selvakumaran(Constance Tipper),05/05/2025,10:00,11:00
2P8/Electrical Elective[1]L Durkan/Flewitt(Lecture Room 4),05/05/2025,11:00,12:00
2P8/Bioengineering Elective[1]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),05/05/2025,12:00,13:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[1]L Cipolla/OLeary/Turner_RE(Constance Tipper)",05/05/2025,14:00,15:00
2P8/Bioengineering Elective[1]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),06/05/2025,09:00,10:00
2P8/Electrical Elective[1]L Durkan/Flewitt(Lecture Room 4),06/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[1]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",06/05/2025,11:00,12:00
2P8/Aerothermal Elective: Design of a Jet Engine[1]L Clark/Wheeler(Constance Tipper),06/05/2025,12:00,13:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Selvakumaran(Constance Tipper),06/05/2025,14:00,15:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Hambleton/McRobie(Constance Tipper),06/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[1]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",06/05/2025,15:00,16:00
2P8/Electrical Elective[1]L Durkan/Flewitt(Lecture Room 4),07/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[1]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",07/05/2025,11:00,12:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[1]L Cipolla/OLeary/Turner_RE(Constance Tipper)",07/05/2025,14:00,15:00
2P8/Aerothermal Elective: Design of a Jet Engine[1]L Clark/Wheeler(Constance Tipper),07/05/2025,15:00,16:00
2P8/Bioengineering Elective[2]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),08/05/2025,09:00,10:00
2P8/Electrical Elective[2]L Durkan/Flewitt(Lecture Room 4),08/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[2]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",08/05/2025,11:00,12:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[2]L Cipolla/OLeary/Turner_RE(Constance Tipper)",08/05/2025,12:00,13:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Hambleton/McRobie(Constance Tipper),08/05/2025,14:00,15:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Selvakumaran(Constance Tipper),08/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[2]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",08/05/2025,15:00,16:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[2]L Cipolla/OLeary/Turner_RE(Constance Tipper)",09/05/2025,09:00,10:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Selvakumaran(Constance Tipper),09/05/2025,10:00,11:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Hambleton/McRobie(Constance Tipper),09/05/2025,10:00,11:00
2P8/Bioengineering Elective[2]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),09/05/2025,11:00,12:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[2]L Cullen/Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",09/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[2]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",09/05/2025,15:00,16:00
2P8/Aerothermal Elective: Design of a Jet Engine[2]L Clark/Wheeler(Constance Tipper),09/05/2025,16:00,17:00
2P8/Aerothermal Elective: Design of a Jet Engine[2]L Clark/Wheeler(Constance Tipper),12/05/2025,09:00,10:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Selvakumaran(Constance Tipper),12/05/2025,10:00,11:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Hambleton/McRobie(Constance Tipper),12/05/2025,10:00,11:00
2P8/Electrical Elective[2]L Durkan/Flewitt(Lecture Room 4),12/05/2025,11:00,12:00
2P8/Bioengineering Elective[2]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),12/05/2025,12:00,13:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[2]L Cipolla/OLeary/Turner_RE(Constance Tipper)",12/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[1]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",12/05/2025,15:00,16:00
2P8/Bioengineering Elective[2]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),13/05/2025,09:00,10:00
2P8/Electrical Elective[2]L Durkan/Flewitt(Lecture Room 4),13/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[2]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",13/05/2025,11:00,12:00
2P8/Aerothermal Elective: Design of a Jet Engine[2]L Clark/Wheeler(Constance Tipper),13/05/2025,12:00,13:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Hambleton/McRobie(Constance Tipper),13/05/2025,14:00,15:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Selvakumaran(Constance Tipper),13/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[2]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",13/05/2025,15:00,16:00
2P8/Electrical Elective[2]L Durkan/Flewitt(Lecture Room 4),14/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[2]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",14/05/2025,11:00,12:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[2]L Cipolla/OLeary/Turner_RE(Constance Tipper)",14/05/2025,14:00,15:00
2P8/Aerothermal Elective: Design of a Jet Engine[2]L Clark/Wheeler(Constance Tipper),14/05/2025,15:00,16:00
2P8/Bioengineering Elective[3]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),15/05/2025,09:00,10:00
2P8/Electrical Elective[3]L Durkan/Flewitt(Lecture Room 4),15/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[3]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",15/05/2025,11:00,12:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[3]L Cipolla/OLeary/Turner_RE(Constance Tipper)",15/05/2025,12:00,13:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[3]L Hambleton/McRobie(Constance Tipper),15/05/2025,14:00,15:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[3]L Selvakumaran(Constance Tipper),15/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[3]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",15/05/2025,15:00,16:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[3]L Cipolla/OLeary/Turner_RE(Constance Tipper)",16/05/2025,09:00,10:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Selvakumaran(Lecture Room 4),16/05/2025,10:00,11:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[3]L Hambleton/McRobie(Constance Tipper),16/05/2025,10:00,11:00
2P8/Bioengineering Elective[3]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),16/05/2025,11:00,12:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[3]L Cullen/Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",16/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[3]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",16/05/2025,15:00,16:00
2P8/Aerothermal Elective: Design of a Jet Engine[3]L Clark/Wheeler(Constance Tipper),16/05/2025,16:00,17:00
2P8/Aerothermal Elective: Design of a Jet Engine[3]L Clark/Wheeler(Constance Tipper),19/05/2025,09:00,10:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Selvakumaran(Lecture Room 4),19/05/2025,10:00,11:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[3]L Hambleton/McRobie(Constance Tipper),19/05/2025,10:00,11:00
2P8/Electrical Elective[3]L Durkan/Flewitt(Lecture Room 4),19/05/2025,11:00,12:00
2P8/Bioengineering Elective[3]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),19/05/2025,12:00,13:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[3]L Cipolla/OLeary/Turner_RE(Constance Tipper)",19/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[2]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",19/05/2025,15:00,16:00
2P8/Bioengineering Elective[3]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),20/05/2025,09:00,10:00
2P8/Electrical Elective[3]L Durkan/Flewitt(Lecture Room 4),20/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[3]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",20/05/2025,11:00,12:00
2P8/Aerothermal Elective: Design of a Jet Engine[3]L Clark/Wheeler(Constance Tipper),20/05/2025,12:00,13:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[3]L Hambleton/McRobie(Constance Tipper),20/05/2025,14:00,15:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Selvakumaran(Lecture Room 4),20/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[3]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",20/05/2025,15:00,16:00
2P8/Electrical Elective[3]L Durkan/Flewitt(Lecture Room 4),21/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[3]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",21/05/2025,11:00,12:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[3]L Cipolla/OLeary/Turner_RE(Constance Tipper)",21/05/2025,14:00,15:00
2P8/Aerothermal Elective: Design of a Jet Engine[3]L Clark/Wheeler(Constance Tipper),21/05/2025,15:00,16:00
2P8/Bioengineering Elective[4]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),22/05/2025,09:00,10:00
2P8/Electrical Elective[4]L Durkan/Flewitt(Lecture Room 4),22/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[4]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",22/05/2025,11:00,12:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[4]L Cipolla/OLeary/Turner_RE(Constance Tipper)",22/05/2025,12:00,13:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[1]L Selvakumaran(Lecture Room 4),22/05/2025,14:00,15:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[4]L Hambleton/McRobie(Constance Tipper),22/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[4]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",22/05/2025,15:00,16:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[4]L Cipolla/OLeary/Turner_RE(Constance Tipper)",23/05/2025,09:00,10:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Selvakumaran(Lecture Room 4),23/05/2025,10:00,11:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[4]L Hambleton/McRobie(Constance Tipper),23/05/2025,10:00,11:00
2P8/Bioengineering Elective[4]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),23/05/2025,11:00,12:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[4]L Cullen/Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",23/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[4]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",23/05/2025,15:00,16:00
2P8/Aerothermal Elective: Design of a Jet Engine[4]L Clark/Wheeler(Constance Tipper),23/05/2025,16:00,17:00
2P8/Aerothermal Elective: Design of a Jet Engine[4]L Clark/Wheeler(Constance Tipper),26/05/2025,09:00,10:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Selvakumaran(Lecture Room 4),26/05/2025,10:00,11:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[4]L Hambleton/McRobie(Constance Tipper),26/05/2025,10:00,11:00
2P8/Electrical Elective[4]L Durkan/Flewitt(Lecture Room 4),26/05/2025,11:00,12:00
2P8/Bioengineering Elective[4]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),26/05/2025,12:00,13:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[4]L Cipolla/OLeary/Turner_RE(Constance Tipper)",26/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[3]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",26/05/2025,15:00,16:00
2P8/Bioengineering Elective[4]L Hennequin/Huang/Lengyel/Treece(Lecture Room 4),27/05/2025,09:00,10:00
2P8/Electrical Elective[4]L Durkan/Flewitt(Lecture Room 4),27/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[4]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",27/05/2025,11:00,12:00
2P8/Aerothermal Elective: Design of a Jet Engine[4]L Clark/Wheeler(Constance Tipper),27/05/2025,12:00,13:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[2]L Selvakumaran(Lecture Room 4),27/05/2025,14:00,15:00
2P8/Civil and Structural Engineering Elective: Design and Construction of an Underground Space[4]L Hambleton/McRobie(Constance Tipper),27/05/2025,14:00,15:00
"2P8/MM Elective: Manufacturing, management, and design: bringing technology innovations to market[4]L Minshall/Mortara/Tietze/Waller(Constance Tipper)",27/05/2025,15:00,16:00
2P8/Electrical Elective[4]L Durkan/Flewitt(Lecture Room 4),28/05/2025,10:00,11:00
"2P8/Mechanical Elective: Mechanics, Materials and Design[4]L Flack/Hunt_HEM/Mandre/Sutcliffe(Constance Tipper)",28/05/2025,11:00,12:00
"2P8/Information Elective: Autonomous Driving: Perception, Learning and Action[4]L Cipolla/OLeary/Turner_RE(Constance Tipper)",28/05/2025,14:00,15:00
2P8/Aerothermal Elective: Design of a Jet Engine[4]L Clark/Wheeler(Constance Tipper),28/05/2025,15:00,16:00
