course,date,start_time,end_time
1CW/Lent Lab/Engineering Drawing (see rota)[7]C (),06/03/2025,14:00,17:00
1CW/Lent Lab/Engineering Drawing (see rota)[7]C (),07/03/2025,09:00,11:00
1P2/Structures[7]L McRobie(Constance Tipper),07/03/2025,11:00,12:00
1P3/Digital Circuits and Information Processing[2]L Hasan(Constance Tipper),07/03/2025,12:00,13:00
1CW/Lent Lab/Engineering Drawing (see rota)[7]C (),07/03/2025,14:00,17:00
1CW/Structural Design (see lab rota)[7]L (Lecture Room 3A),10/03/2025,09:00,11:00
1CW/Lent Lab/Computing (see rota)[7]C (),10/03/2025,09:00,11:00
1P2/Materials[1]L Markaki(Constance Tipper),10/03/2025,11:00,12:00
1P1/Thermofluid Mechanics[7]L Atkins/Longley(Constance Tipper),10/03/2025,12:00,13:00
1CW/Lent Lab/Computing (see rota)[7]C (),10/03/2025,14:00,17:00
1P4/Mathematical Methods[5]L Ahmadian(Constance Tipper),11/03/2025,09:00,10:00
1P3/Digital Circuits and Information Processing[2]L Hasan(Constance Tipper),11/03/2025,10:00,11:00
1CW/Lent Lab/Computing (see rota)[7]C (),11/03/2025,11:00,13:00
1CW/Lent Lab/Computing (see rota)[7]C (),11/03/2025,14:00,17:00
1P1/Mechanical Vibrations[2]L Talbot(Constance Tipper),12/03/2025,09:00,10:00
1P1/Thermofluid Mechanics[7]L Atkins/Longley(Constance Tipper),12/03/2025,10:00,11:00
1PX/IA Design Challenge[1]L Crilly(Constance Tipper),12/03/2025,12:00,13:00
1P1/Mechanical Vibrations[3]L Talbot(Constance Tipper),13/03/2025,09:00,10:00
1P2/Materials[7]L Markaki/Seita(Constance Tipper),13/03/2025,10:00,11:00
1CW/Lent Lab/Engineering Drawing (see rota)[8]C (),13/03/2025,11:00,13:00
1CW/Lent Lab/Engineering Drawing (see rota)[8]C (),13/03/2025,14:00,17:00
1CW/Lent Lab/Engineering Drawing (see rota)[8]C (),14/03/2025,09:00,11:00
1P2/Structures[8]L McRobie(Constance Tipper),14/03/2025,11:00,12:00
1P3/Digital Circuits and Information Processing[3]L Hasan(Constance Tipper),14/03/2025,12:00,13:00
1CW/Lent Lab/Engineering Drawing (see rota)[8]C (),14/03/2025,14:00,17:00
1CW/Lent Lab/Computing (see rota)[8]C (),17/03/2025,09:00,11:00
1P2/Materials[2]L Markaki(Constance Tipper),17/03/2025,11:00,12:00
1P1/Thermofluid Mechanics[8]L Atkins/Longley(Constance Tipper),17/03/2025,12:00,13:00
1CW/Lent Lab/Computing (see rota)[8]C (),17/03/2025,14:00,17:00
1PX/IA Design Challenge[1]L Crilly(Constance Tipper),18/03/2025,09:00,10:00
1P3/Digital Circuits and Information Processing[3]L Hasan(Constance Tipper),18/03/2025,10:00,11:00
1CW/Lent Lab/Computing (see rota)[8]C (),18/03/2025,11:00,13:00
1CW/Lent Lab/Computing (see rota)[8]C (),18/03/2025,14:00,17:00
1P1/Mechanical Vibrations[3]L Talbot(Constance Tipper),19/03/2025,09:00,10:00
1P1/Thermofluid Mechanics[8]L Atkins/Longley(Constance Tipper),19/03/2025,10:00,11:00
1PX/IA Design Challenge[2]L Crilly(Constance Tipper),19/03/2025,12:00,13:00
1P3/Digital Circuits and Information Processing[1]L Hasan(Constance Tipper),01/05/2025,09:00,10:00
1P1/Thermofluid Mechanics[1]L Longley(Constance Tipper),01/05/2025,10:00,11:00
1CW/Easter Lab (see rota)[1]C (),01/05/2025,11:00,13:00
1CW/Easter Lab (see rota)[1]C (),02/05/2025,09:00,11:00
1P2/Materials[1]L Cullen(Constance Tipper),02/05/2025,11:00,12:00
1P3/Digital Circuits and Information Processing[1]L Hasan(Constance Tipper),02/05/2025,12:00,13:00
1CW/Easter Lab (see rota)[1]C (),05/05/2025,09:00,11:00
1P1/Mechanical Vibrations[1]L Talbot(Constance Tipper),05/05/2025,11:00,12:00
1P4/Mathematical Methods[1]L Longley(Constance Tipper),05/05/2025,12:00,13:00
1P1/Thermofluid Mechanics[1]L Longley(Constance Tipper),06/05/2025,09:00,10:00
1P3/Digital Circuits and Information Processing[1]L Hasan(Constance Tipper),06/05/2025,10:00,11:00
1CW/Easter Lab (see rota)[1]C (),06/05/2025,11:00,13:00
1P1/Mechanical Vibrations[1]L Talbot(Constance Tipper),07/05/2025,09:00,10:00
1P4/Mathematical Methods[1]L Longley(Constance Tipper),07/05/2025,10:00,11:00
1P2/Materials[1]L Cullen(Constance Tipper),07/05/2025,12:00,13:00
1P3/Digital Circuits and Information Processing[2]L Hasan(Constance Tipper),08/05/2025,09:00,10:00
1P1/Thermofluid Mechanics[2]L Longley(Constance Tipper),08/05/2025,10:00,11:00
1CW/Easter Lab (see rota)[2]C (),08/05/2025,11:00,13:00
1CW/Easter Lab (see rota)[2]C (),09/05/2025,09:00,11:00
1P2/Materials[2]L Cullen(Constance Tipper),09/05/2025,11:00,12:00
1P3/Digital Circuits and Information Processing[2]L Hasan(Constance Tipper),09/05/2025,12:00,13:00
1CW/Easter Lab (see rota)[2]C (),12/05/2025,09:00,11:00
1P1/Mechanical Vibrations[2]L Talbot(Constance Tipper),12/05/2025,11:00,12:00
1P4/Mathematical Methods[2]L Longley(Constance Tipper),12/05/2025,12:00,13:00
1P1/Thermofluid Mechanics[2]L Longley(Constance Tipper),13/05/2025,09:00,10:00
1P3/Digital Circuits and Information Processing[2]L Hasan(Constance Tipper),13/05/2025,10:00,11:00
1CW/Easter Lab (see rota)[2]C (),13/05/2025,11:00,13:00
1P1/Mechanical Vibrations[2]L Talbot(Constance Tipper),14/05/2025,09:00,10:00
1P4/Mathematical Methods[2]L Longley(Constance Tipper),14/05/2025,10:00,11:00
1P2/Materials[2]L Cullen(Constance Tipper),14/05/2025,12:00,13:00
1P3/Digital Circuits and Information Processing[3]L Hasan(Constance Tipper),15/05/2025,09:00,10:00
1P1/Thermofluid Mechanics[3]L Longley(Constance Tipper),15/05/2025,10:00,11:00
1CW/Easter Lab (see rota)[3]C (),15/05/2025,11:00,13:00
1CW/Easter Lab (see rota)[3]C (),16/05/2025,09:00,11:00
1P3/Digital Circuits and Information Processing[3]L Hasan(Constance Tipper),16/05/2025,12:00,13:00
1CW/Easter Lab (see rota)[3]C (),19/05/2025,09:00,11:00
1P1/Mechanical Vibrations[3]L Talbot(Constance Tipper),19/05/2025,11:00,12:00
1P4/Mathematical Methods[3]L Longley(Constance Tipper),19/05/2025,12:00,13:00
1P1/Thermofluid Mechanics[3]L Longley(Constance Tipper),20/05/2025,09:00,10:00
1CW/Easter Lab (see rota)[3]C (),20/05/2025,11:00,13:00
1P1/Mechanical Vibrations[3]L Talbot(Constance Tipper),21/05/2025,09:00,10:00
1P4/Mathematical Methods[3]L Longley(Constance Tipper),21/05/2025,10:00,11:00
1P3/Digital Circuits and Information Processing[4]L Hasan(Constance Tipper),22/05/2025,09:00,10:00
1P1/Thermofluid Mechanics[4]L Longley(Constance Tipper),22/05/2025,10:00,11:00
1CW/Easter Lab (see rota)[4]C (),22/05/2025,11:00,13:00
1CW/Easter Lab (see rota)[4]C (),23/05/2025,09:00,11:00
1P3/Digital Circuits and Information Processing[4]L Hasan(Constance Tipper),23/05/2025,12:00,13:00
1P1/Mechanical Vibrations[4]L Talbot(Constance Tipper),26/05/2025,11:00,12:00
1P4/Mathematical Methods[4]L Longley(Constance Tipper),26/05/2025,12:00,13:00
1P1/Thermofluid Mechanics[4]L Longley(Constance Tipper),27/05/2025,09:00,10:00
1P1/Mechanical Vibrations[4]L Talbot(Constance Tipper),28/05/2025,09:00,10:00
